epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,17842.8,1.38008,0.90542,1.20802,0.81168,0.67177,0.76653,0.47952,1.43735,0.86674,1.32888,0.0082576,0.0082576,0.0082576
178,17941.9,1.37905,0.90523,1.20989,0.81204,0.67204,0.76665,0.47962,1.43732,0.86648,1.32895,0.0082477,0.0082477,0.0082477
179,18041.7,1.38091,0.90415,1.20863,0.8118,0.672,0.7668,0.47972,1.43727,0.86636,1.32878,0.0082378,0.0082378,0.0082378
180,18141.3,1.37218,0.89932,1.20508,0.81176,0.67183,0.76687,0.4799,1.43728,0.86636,1.32876,0.0082279,0.0082279,0.0082279
181,18239.9,1.37254,0.90391,1.20505,0.81177,0.67187,0.76684,0.4799,1.43732,0.86606,1.3289,0.008218,0.008218,0.008218
182,18340,1.37347,0.90015,1.2071,0.81169,0.67211,0.76694,0.48007,1.43753,0.86619,1.32906,0.0082081,0.0082081,0.0082081
183,18439.5,1.37988,0.90603,1.20985,0.81184,0.67204,0.76714,0.48005,1.43751,0.86601,1.32904,0.0081982,0.0081982,0.0081982
184,18539.3,1.37163,0.89923,1.20388,0.81128,0.67248,0.76696,0.48006,1.43767,0.86611,1.32905,0.0081883,0.0081883,0.0081883
185,18638.5,1.36938,0.89566,1.20614,0.81176,0.67269,0.76712,0.48016,1.43768,0.86618,1.32898,0.0081784,0.0081784,0.0081784
186,18738,1.38455,0.90987,1.20559,0.81166,0.67258,0.76724,0.48013,1.43764,0.86602,1.32892,0.0081685,0.0081685,0.0081685
187,18836.9,1.36735,0.89633,1.20634,0.81101,0.67279,0.76701,0.48035,1.43746,0.86601,1.32893,0.0081586,0.0081586,0.0081586
188,18936.1,1.37623,0.89922,1.20992,0.81053,0.67272,0.76687,0.48015,1.43732,0.86581,1.32897,0.0081487,0.0081487,0.0081487
189,19036.6,1.37278,0.89538,1.20185,0.81062,0.67282,0.76697,0.48036,1.43752,0.86563,1.32918,0.0081388,0.0081388,0.0081388
190,19135.4,1.37274,0.90526,1.20675,0.81036,0.67355,0.76697,0.4803,1.43736,0.86568,1.32917,0.0081289,0.0081289,0.0081289
191,19235.9,1.36977,0.89727,1.20775,0.81019,0.6736,0.76697,0.48038,1.43703,0.86546,1.32896,0.008119,0.008119,0.008119
192,19335.5,1.36568,0.8889,1.20519,0.80971,0.67375,0.76699,0.48039,1.437,0.86522,1.32904,0.0081091,0.0081091,0.0081091
193,19434.8,1.37051,0.89518,1.20471,0.81002,0.67337,0.7669,0.48033,1.4373,0.86527,1.32902,0.0080992,0.0080992,0.0080992
194,19534.4,1.36975,0.89807,1.20406,0.80899,0.67392,0.7671,0.48035,1.43718,0.86526,1.32901,0.0080893,0.0080893,0.0080893
195,19633.7,1.3602,0.88942,1.20129,0.80775,0.6751,0.76696,0.48058,1.43715,0.86524,1.32901,0.0080794,0.0080794,0.0080794
196,19732.8,1.36881,0.89235,1.20279,0.80825,0.67474,0.76703,0.48053,1.4374,0.86496,1.32901,0.0080695,0.0080695,0.0080695
197,19832.4,1.36942,0.89834,1.2081,0.80812,0.67482,0.767,0.48053,1.43738,0.86527,1.32898,0.0080596,0.0080596,0.0080596
198,19932.5,1.36461,0.89363,1.20471,0.80928,0.67411,0.76672,0.48038,1.43747,0.86526,1.32912,0.0080497,0.0080497,0.0080497
199,20031.9,1.36977,0.89361,1.20086,0.80844,0.67479,0.76671,0.48051,1.43762,0.86523,1.32911,0.0080398,0.0080398,0.0080398
200,20131.7,1.37714,0.90056,1.20503,0.80821,0.67476,0.76683,0.48063,1.4376,0.86527,1.32902,0.0080299,0.0080299,0.0080299
201,20232,1.36738,0.89579,1.20308,0.80764,0.67508,0.76672,0.48043,1.43753,0.865,1.32888,0.00802,0.00802,0.00802
202,20331.2,1.36765,0.89011,1.20239,0.80734,0.67491,0.76672,0.48053,1.43752,0.8651,1.32877,0.0080101,0.0080101,0.0080101
203,20430.4,1.36695,0.89428,1.19952,0.80747,0.67513,0.76676,0.48054,1.43745,0.86498,1.32864,0.0080002,0.0080002,0.0080002
204,20530.3,1.36783,0.89316,1.1989,0.80623,0.67622,0.76696,0.4806,1.43741,0.86466,1.32856,0.0079903,0.0079903,0.0079903
205,20629.2,1.36765,0.89439,1.20236,0.80686,0.67523,0.76709,0.48067,1.43738,0.86462,1.32845,0.0079804,0.0079804,0.0079804
206,20728.3,1.36989,0.89807,1.20528,0.80684,0.67496,0.76717,0.48075,1.43736,0.86442,1.32833,0.0079705,0.0079705,0.0079705
207,20829.4,1.37326,0.89653,1.20713,0.80783,0.67442,0.76737,0.48079,1.43725,0.86416,1.32818,0.0079606,0.0079606,0.0079606
208,20929,1.36657,0.89151,1.19994,0.80812,0.67381,0.76753,0.48088,1.4371,0.86378,1.32829,0.0079507,0.0079507,0.0079507
209,21030.2,1.36248,0.88828,1.203,0.8081,0.67428,0.76786,0.48102,1.43711,0.86389,1.32825,0.0079408,0.0079408,0.0079408
210,21129.6,1.36938,0.89294,1.1992,0.80794,0.6741,0.76756,0.48089,1.43722,0.86381,1.32825,0.0079309,0.0079309,0.0079309
211,21231.4,1.37242,0.89417,1.19688,0.80966,0.67282,0.76744,0.48091,1.4371,0.8636,1.32826,0.007921,0.007921,0.007921
212,21331.3,1.36887,0.89539,1.20243,0.80991,0.67348,0.76735,0.48101,1.43703,0.86353,1.32834,0.0079111,0.0079111,0.0079111
213,21430.6,1.36247,0.89082,1.20127,0.80951,0.67376,0.76716,0.48096,1.43706,0.86354,1.32817,0.0079012,0.0079012,0.0079012
214,21530.4,1.3705,0.89421,1.20182,0.80972,0.6736,0.76737,0.48101,1.43695,0.8632,1.32814,0.0078913,0.0078913,0.0078913
215,21630.7,1.371,0.89531,1.20191,0.81009,0.67391,0.76744,0.481,1.43692,0.86296,1.32808,0.0078814,0.0078814,0.0078814
216,21730.7,1.36982,0.89086,1.19834,0.80977,0.67418,0.76764,0.48114,1.43714,0.86291,1.32812,0.0078715,0.0078715,0.0078715
217,21830.2,1.3615,0.88928,1.19917,0.8116,0.67315,0.76743,0.48106,1.43694,0.86281,1.32807,0.0078616,0.0078616,0.0078616
218,21930.2,1.36718,0.89486,1.20348,0.81003,0.6737,0.76745,0.48115,1.43705,0.86255,1.32805,0.0078517,0.0078517,0.0078517
219,22029.3,1.35847,0.88729,1.19734,0.81025,0.6735,0.76738,0.48114,1.43686,0.86257,1.32826,0.0078418,0.0078418,0.0078418
220,22128.7,1.36234,0.88808,1.19708,0.80919,0.67425,0.76733,0.48118,1.43679,0.86238,1.32811,0.0078319,0.0078319,0.0078319
221,22228,1.36564,0.88638,1.20141,0.81065,0.67323,0.7674,0.48133,1.43687,0.8622,1.32813,0.007822,0.007822,0.007822
222,22327.7,1.36456,0.88929,1.19962,0.81158,0.67302,0.76755,0.48134,1.43672,0.86221,1.32798,0.0078121,0.0078121,0.0078121
223,22426.8,1.35679,0.88392,1.19739,0.81234,0.67316,0.76764,0.48129,1.43664,0.86197,1.32789,0.0078022,0.0078022,0.0078022
224,22526.3,1.35892,0.88492,1.20098,0.81143,0.67342,0.76752,0.48128,1.43667,0.86162,1.32783,0.0077923,0.0077923,0.0077923
225,22626.9,1.36434,0.89084,1.19806,0.81126,0.67373,0.7675,0.48135,1.43651,0.8616,1.32778,0.0077824,0.0077824,0.0077824
226,22726.2,1.36477,0.88669,1.19689,0.81134,0.67343,0.7675,0.48132,1.43671,0.86146,1.32778,0.0077725,0.0077725,0.0077725
227,22825.7,1.36108,0.88753,1.19792,0.8107,0.67384,0.76743,0.48144,1.43648,0.86125,1.32778,0.0077626,0.0077626,0.0077626
228,22924.8,1.36142,0.888,1.19634,0.8107,0.67398,0.76767,0.4815,1.4366,0.86129,1.32768,0.0077527,0.0077527,0.0077527
229,23023.8,1.35336,0.87897,1.19637,0.80869,0.67506,0.76736,0.48158,1.43653,0.86122,1.32759,0.0077428,0.0077428,0.0077428
230,23123.3,1.3513,0.88172,1.19505,0.80915,0.6755,0.76745,0.48151,1.43652,0.86095,1.32749,0.0077329,0.0077329,0.0077329
231,23223,1.35279,0.87999,1.19135,0.81085,0.67449,0.76763,0.48154,1.43646,0.86106,1.32756,0.007723,0.007723,0.007723
232,23322.2,1.35883,0.88741,1.20056,0.81047,0.67476,0.76759,0.48152,1.43648,0.86094,1.32743,0.0077131,0.0077131,0.0077131
233,23421.7,1.36162,0.88297,1.1939,0.8112,0.67415,0.76766,0.48164,1.43657,0.86096,1.32749,0.0077032,0.0077032,0.0077032
234,23521.9,1.36679,0.89352,1.19962,0.81172,0.67408,0.76788,0.48166,1.43674,0.86068,1.32763,0.0076933,0.0076933,0.0076933
235,23621.1,1.35516,0.88162,1.19738,0.81171,0.67437,0.76793,0.48175,1.43686,0.86089,1.32767,0.0076834,0.0076834,0.0076834
236,23720.3,1.35992,0.88576,1.20166,0.80847,0.67598,0.7678,0.4816,1.43699,0.86083,1.32773,0.0076735,0.0076735,0.0076735
237,23820.3,1.36629,0.88568,1.19539,0.81081,0.67489,0.7677,0.48166,1.43702,0.86088,1.3277,0.0076636,0.0076636,0.0076636
238,23919.6,1.36097,0.88695,1.19978,0.81194,0.67445,0.76774,0.48173,1.43679,0.86067,1.32766,0.0076537,0.0076537,0.0076537
239,24018.7,1.35334,0.87969,1.19699,0.81198,0.6744,0.76768,0.48185,1.4368,0.86079,1.32795,0.0076438,0.0076438,0.0076438
240,24117.4,1.36325,0.88811,1.19616,0.81218,0.67418,0.76778,0.48188,1.43679,0.86038,1.32798,0.0076339,0.0076339,0.0076339
241,24216.9,1.35711,0.88318,1.19358,0.81176,0.67442,0.76783,0.48174,1.43708,0.86023,1.32825,0.007624,0.007624,0.007624
242,24315.7,1.35723,0.8832,1.19621,0.81161,0.67449,0.76782,0.48192,1.43696,0.86059,1.32822,0.0076141,0.0076141,0.0076141
243,24415.1,1.3593,0.88698,1.19473,0.81146,0.67458,0.76794,0.48205,1.43695,0.86045,1.32818,0.0076042,0.0076042,0.0076042
244,24514.4,1.36471,0.88652,1.19878,0.81172,0.67485,0.768,0.48215,1.43708,0.86029,1.32819,0.0075943,0.0075943,0.0075943
245,24613.6,1.35456,0.88152,1.20017,0.80964,0.67632,0.76807,0.48213,1.43693,0.86045,1.32806,0.0075844,0.0075844,0.0075844
246,24712.7,1.35494,0.88222,1.19765,0.81147,0.67503,0.76816,0.48223,1.43702,0.8602,1.32827,0.0075745,0.0075745,0.0075745
247,24812.1,1.35391,0.88162,1.1947,0.8123,0.67445,0.76808,0.48206,1.43711,0.86009,1.32847,0.0075646,0.0075646,0.0075646
248,24912.4,1.35937,0.88449,1.19391,0.81076,0.67544,0.76813,0.48217,1.43712,0.85981,1.32858,0.0075547,0.0075547,0.0075547
249,25012,1.35555,0.88148,1.19436,0.8114,0.67489,0.76821,0.48226,1.43723,0.85988,1.32869,0.0075448,0.0075448,0.0075448
250,25111.6,1.35283,0.87996,1.19701,0.81213,0.67428,0.76814,0.48227,1.4373,0.85964,1.32857,0.0075349,0.0075349,0.0075349
251,25211.2,1.3602,0.88662,1.19391,0.81274,0.67396,0.76805,0.48217,1.43747,0.85987,1.32868,0.007525,0.007525,0.007525
252,25310,1.36115,0.88601,1.19697,0.81325,0.67343,0.76802,0.48219,1.43724,0.85936,1.32858,0.0075151,0.0075151,0.0075151
253,25409,1.35186,0.87654,1.19525,0.812,0.67472,0.76811,0.48218,1.43722,0.8594,1.32854,0.0075052,0.0075052,0.0075052
254,25508.5,1.34871,0.87839,1.1904,0.81199,0.67488,0.76823,0.48227,1.43728,0.85911,1.3284,0.0074953,0.0074953,0.0074953
255,25607.7,1.34941,0.87747,1.19375,0.81141,0.67506,0.76828,0.48238,1.43728,0.85903,1.3284,0.0074854,0.0074854,0.0074854
256,25707.3,1.35365,0.8819,1.1923,0.81163,0.67505,0.76815,0.48239,1.43724,0.85903,1.32828,0.0074755,0.0074755,0.0074755
257,25806.8,1.35056,0.88129,1.19214,0.80951,0.67635,0.76805,0.48239,1.43734,0.85902,1.32833,0.0074656,0.0074656,0.0074656
258,25906.8,1.35373,0.87904,1.19226,0.8092,0.67598,0.76791,0.48213,1.4376,0.85863,1.32842,0.0074557,0.0074557,0.0074557
259,26006.1,1.35206,0.87698,1.1939,0.81145,0.67485,0.76774,0.48216,1.43775,0.85842,1.32854,0.0074458,0.0074458,0.0074458
260,26105.7,1.3471,0.8753,1.19604,0.8116,0.67472,0.76797,0.48226,1.43817,0.85817,1.32858,0.0074359,0.0074359,0.0074359
261,26205,1.35636,0.88295,1.1923,0.80997,0.67561,0.76782,0.48225,1.43792,0.85804,1.32848,0.007426,0.007426,0.007426
262,26303.9,1.3505,0.87331,1.18882,0.811,0.67547,0.76811,0.48241,1.43785,0.85785,1.32827,0.0074161,0.0074161,0.0074161
263,26403.4,1.34412,0.87025,1.19276,0.8104,0.67584,0.76816,0.48235,1.43802,0.8574,1.32841,0.0074062,0.0074062,0.0074062
264,26503.2,1.35037,0.87482,1.19175,0.81135,0.6752,0.76818,0.48235,1.43797,0.85724,1.32847,0.0073963,0.0073963,0.0073963
265,26603.2,1.35441,0.87477,1.19301,0.80932,0.67622,0.76796,0.48227,1.43808,0.85701,1.3285,0.0073864,0.0073864,0.0073864
266,26703.1,1.34969,0.87312,1.19336,0.80899,0.67625,0.76803,0.48228,1.43826,0.8572,1.32854,0.0073765,0.0073765,0.0073765
267,26801.7,1.33805,0.86834,1.18891,0.80883,0.67666,0.7681,0.48246,1.43828,0.85711,1.3286,0.0073666,0.0073666,0.0073666
268,26901.5,1.35395,0.87678,1.19366,0.80776,0.67704,0.76813,0.48233,1.43843,0.85711,1.3285,0.0073567,0.0073567,0.0073567
269,27001.1,1.35193,0.87636,1.18962,0.8078,0.67721,0.76789,0.48221,1.43845,0.85698,1.32851,0.0073468,0.0073468,0.0073468
270,27100.7,1.35357,0.87648,1.19074,0.80762,0.67715,0.76797,0.48218,1.4386,0.85703,1.32854,0.0073369,0.0073369,0.0073369
271,27199.9,1.349,0.87833,1.1892,0.80792,0.67673,0.76771,0.48204,1.43845,0.85703,1.32847,0.007327,0.007327,0.007327
272,27298.8,1.35093,0.87755,1.19347,0.80882,0.67635,0.76803,0.48212,1.43848,0.85691,1.32857,0.0073171,0.0073171,0.0073171
273,27398,1.34907,0.87501,1.19176,0.8102,0.67554,0.76822,0.48223,1.43868,0.85691,1.32865,0.0073072,0.0073072,0.0073072
274,27497.6,1.35389,0.87141,1.19036,0.81039,0.67556,0.76839,0.4823,1.4387,0.85674,1.32865,0.0072973,0.0072973,0.0072973
275,27597,1.35811,0.88028,1.18918,0.81024,0.67571,0.76825,0.48206,1.43883,0.85687,1.32856,0.0072874,0.0072874,0.0072874
276,27696,1.34255,0.86692,1.1927,0.81137,0.67527,0.76824,0.48227,1.43891,0.85678,1.3288,0.0072775,0.0072775,0.0072775
277,27794.4,1.3517,0.87437,1.18975,0.81043,0.67573,0.76822,0.4823,1.43896,0.85655,1.32876,0.0072676,0.0072676,0.0072676
278,27894.4,1.34748,0.87056,1.18772,0.81027,0.67604,0.76826,0.48238,1.43893,0.85692,1.32875,0.0072577,0.0072577,0.0072577
279,27994.4,1.35368,0.87656,1.1898,0.8098,0.67629,0.76832,0.48221,1.43881,0.85649,1.32864,0.0072478,0.0072478,0.0072478
280,28092.9,1.34413,0.87359,1.18773,0.81066,0.67574,0.76828,0.48232,1.43888,0.85623,1.32866,0.0072379,0.0072379,0.0072379
281,28191.8,1.34334,0.87209,1.18908,0.81131,0.67489,0.76811,0.48234,1.43889,0.85625,1.32874,0.007228,0.007228,0.007228
282,28291.2,1.34416,0.87096,1.1896,0.81113,0.67549,0.76846,0.48231,1.43872,0.85624,1.32867,0.0072181,0.0072181,0.0072181
283,28390.1,1.35192,0.879,1.19277,0.81096,0.6751,0.76829,0.4821,1.43885,0.8563,1.32876,0.0072082,0.0072082,0.0072082
284,28489.3,1.35215,0.87257,1.19043,0.81037,0.67513,0.76839,0.48223,1.43894,0.85615,1.32862,0.0071983,0.0071983,0.0071983
285,28588.3,1.34867,0.87255,1.19333,0.80972,0.67567,0.76848,0.48227,1.4388,0.85595,1.32859,0.0071884,0.0071884,0.0071884
286,28687.6,1.34568,0.87031,1.18862,0.8097,0.67529,0.76846,0.4823,1.43848,0.856,1.32847,0.0071785,0.0071785,0.0071785
287,28786.5,1.35089,0.87846,1.1919,0.80956,0.67512,0.76841,0.48231,1.4385,0.85591,1.32851,0.0071686,0.0071686,0.0071686
